transaction_id,authorisation_id,card_id,product_id,transaction_datetime,settlement_date,transaction_type,merchant_id,mcc_code,transaction_amount,currency,interchange_amount,scheme_fee_amount,processor_fee_amount,net_settlement_amount,transaction_status
TXN-000000139,AUTH-000000178,CARD-0000147,PRD-00001,2025-10-29 16:02:55,2025-10-29,Purchase,MER-5311-8236,5311,124.8,GBP,1.1669,0.253,0.1116,123.27,Settled
TXN-000000140,AUTH-000000179,CARD-0000047,PRD-00001,2025-10-30 00:57:51,2025-10-31,Purchase,MER-5411-1932,5411,157.56,GBP,0.8361,0.1237,0.044,156.56,Settled
TXN-000000141,AUTH-000000180,CARD-0000057,PRD-00001,2025-10-30 02:18:49,2025-10-31,Purchase,MER-5200-5853,5200,20.19,GBP,0.2697,0.0487,0.1347,19.74,Settled
TXN-000000142,AUTH-000000182,CARD-0000045,PRD-00001,2025-10-30 13:00:50,2025-10-30,Purchase,MER-5999-6712,5999,143.32,GBP,2.285,0.207,0.1475,140.68,Settled
TXN-000000143,AUTH-000000183,CARD-0000046,PRD-00001,2025-10-31 12:06:59,2025-11-02,Purchase,MER-4511-7355,4511,146.66,GBP,1.4076,0.1118,0.0826,145.06,Settled
TXN-000000144,AUTH-000000184,CARD-0000154,PRD-00001,2025-10-31 11:53:41,2025-11-01,Purchase,MER-5964-1976,5964,151.15,GBP,1.8582,0.2775,0.1328,148.88,Settled
TXN-000000145,AUTH-000000185,CARD-0000069,PRD-00001,2025-10-31 03:44:53,2025-11-02,Purchase,MER-5200-5853,5200,241.1,GBP,2.0613,0.5192,0.0917,238.43,Settled
TXN-000000146,AUTH-000000187,CARD-0000064,PRD-00001,2025-10-31 02:05:31,2025-11-01,Purchase,MER-4511-6984,4511,76.05,GBP,1.0088,0.1407,0.0993,74.8,Settled
TXN-000000147,AUTH-000000188,CARD-0000128,PRD-00001,2025-11-01 19:13:04,2025-11-02,Purchase,MER-5999-6712,5999,29.06,GBP,0.255,0.0689,0.0695,28.67,Settled
TXN-000000148,AUTH-000000190,CARD-0000189,PRD-00001,2025-11-01 03:39:00,2025-11-02,ATM Withdrawal,MER-6011-5763,6011,8.54,GBP,0.036,0.0248,0.1473,8.33,Settled
TXN-000000149,AUTH-000000191,CARD-0000169,PRD-00001,2025-11-01 23:10:57,2025-11-04,Purchase,MER-5411-3745,5411,82.71,GBP,0.7308,0.2039,0.1261,81.65,Settled
TXN-000000150,AUTH-000000192,CARD-0000161,PRD-00001,2025-11-01 03:59:17,2025-11-03,Purchase,MER-5200-5853,5200,241.38,GBP,2.0286,0.7076,0.054,238.59,Settled
TXN-000000151,AUTH-000000193,CARD-0000178,PRD-00001,2025-11-01 19:04:33,2025-11-02,Purchase,MER-5812-8504,5812,20.0,GBP,0.1328,0.0383,0.1338,19.7,Settled
TXN-000000152,AUTH-000000194,CARD-0000021,PRD-00001,2025-11-02 05:08:09,2025-11-02,Purchase,MER-5999-9885,5999,109.55,GBP,0.6369,0.2946,0.0294,108.59,Settled
TXN-000000153,AUTH-000000195,CARD-0000020,PRD-00001,2025-11-02 11:06:01,2025-11-03,Purchase,MER-4814-8963,4814,89.19,GBP,0.4957,0.2522,0.1056,88.34,Settled
TXN-000000154,AUTH-000000196,CARD-0000154,PRD-00001,2025-11-02 08:05:18,2025-11-04,Purchase,MER-5964-8191,5964,53.14,GBP,0.9499,0.0767,0.1089,52.0,Settled
TXN-000000155,AUTH-000000197,CARD-0000127,PRD-00001,2025-11-02 22:43:36,2025-11-02,Purchase,MER-5732-2321,5732,51.28,GBP,0.9066,0.045,0.1271,50.2,Settled
TXN-000000156,AUTH-000000198,CARD-0000171,PRD-00001,2025-11-03 18:50:21,2025-11-03,Purchase,MER-8011-7504,8011,16.33,GBP,0.0461,0.0234,0.0306,16.23,Settled
TXN-000000157,AUTH-000000199,CARD-0000147,PRD-00001,2025-11-03 10:33:11,2025-11-04,Purchase,MER-4121-1146,4121,28.53,GBP,0.2702,0.0195,0.1235,28.12,Settled
TXN-000000158,AUTH-000000200,CARD-0000197,PRD-00001,2025-11-03 21:57:37,2025-11-05,Purchase,MER-5734-9401,5734,24.25,GBP,0.3212,0.0262,0.0681,23.83,Settled
TXN-000000159,AUTH-000000201,CARD-0000051,PRD-00001,2025-11-03 01:56:11,2025-11-04,Purchase,MER-4900-7182,4900,23.86,GBP,0.3044,0.0378,0.0782,23.44,Settled
TXN-000000160,AUTH-000000206,CARD-0000139,PRD-00001,2025-11-05 00:21:23,2025-11-06,Purchase,MER-5411-6841,5411,64.04,GBP,0.2379,0.0846,0.0836,63.63,Settled
TXN-000000161,AUTH-000000207,CARD-0000196,PRD-00001,2025-11-06 13:43:36,2025-11-08,Purchase,MER-5964-1976,5964,32.3,GBP,0.396,0.0542,0.051,31.8,Settled
TXN-000000162,AUTH-000000209,CARD-0000201,PRD-00001,2025-11-08 21:41:52,2025-11-11,Purchase,MER-5651-4855,5651,99.75,GBP,1.5067,0.0724,0.0253,98.15,Settled
TXN-000000163,AUTH-000000210,CARD-0000213,PRD-00001,2025-11-08 16:07:47,2025-11-10,Purchase,MER-5411-1932,5411,22.36,GBP,0.308,0.0242,0.0894,21.94,Settled
TXN-000000164,AUTH-000000211,CARD-0000216,PRD-00001,2025-11-08 07:38:36,2025-11-09,Purchase,MER-5541-4915,5541,383.56,GBP,3.3862,0.8602,0.1105,379.2,Settled
TXN-000000165,AUTH-000000213,CARD-0000214,PRD-00001,2025-11-08 10:22:26,2025-11-08,Purchase,MER-5812-8517,5812,136.47,GBP,1.1797,0.278,0.0456,134.97,Settled
TXN-000000166,AUTH-000000214,CARD-0000131,PRD-00001,2025-11-08 20:44:23,2025-11-10,Purchase,MER-4900-9383,4900,116.37,GBP,1.955,0.1706,0.0262,114.22,Settled
TXN-000000167,AUTH-000000215,CARD-0000076,PRD-00001,2025-11-08 02:54:47,2025-11-09,Purchase,MER-5311-8236,5311,43.41,GBP,0.7035,0.0375,0.1264,42.54,Settled
TXN-000000168,AUTH-000000217,CARD-0000137,PRD-00001,2025-11-09 20:15:54,2025-11-11,Purchase,MER-8220-6692,8220,96.43,GBP,0.2512,0.1202,0.0869,95.97,Settled
TXN-000000169,AUTH-000000218,CARD-0000099,PRD-00001,2025-11-09 06:19:06,2025-11-09,Purchase,MER-5732-2321,5732,53.67,GBP,0.6525,0.0984,0.1368,52.78,Settled
TXN-000000170,AUTH-000000221,CARD-0000190,PRD-00001,2025-11-10 06:02:58,2025-11-11,Purchase,MER-5964-8191,5964,45.07,GBP,0.4082,0.0256,0.0305,44.61,Settled
TXN-000000171,AUTH-000000222,CARD-0000035,PRD-00001,2025-11-10 06:44:24,2025-11-10,Refund,MER-5200-5853,5200,-131.04,GBP,1.1451,0.1838,0.0712,-131.04,Settled
TXN-000000172,AUTH-000000225,CARD-0000181,PRD-00001,2025-11-11 02:17:39,2025-11-12,Purchase,MER-5200-4423,5200,15.71,GBP,0.0759,0.0118,0.0423,15.58,Settled
TXN-000000173,AUTH-000000226,CARD-0000016,PRD-00001,2025-11-12 14:01:40,2025-11-13,Purchase,MER-5200-4423,5200,134.47,GBP,0.7957,0.0991,0.1394,133.44,Settled
TXN-000000174,AUTH-000000227,CARD-0000221,PRD-00001,2025-11-12 21:59:11,2025-11-13,Purchase,MER-5651-4855,5651,71.03,GBP,1.1603,0.0934,0.1246,69.65,Settled
TXN-000000175,AUTH-000000228,CARD-0000062,PRD-00001,2025-11-12 16:17:23,2025-11-12,Purchase,MER-8011-7504,8011,189.75,GBP,1.0596,0.3521,0.0578,188.28,Settled
TXN-000000176,AUTH-000000230,CARD-0000216,PRD-00001,2025-11-13 12:02:35,2025-11-13,Purchase,MER-5734-2587,5734,82.02,GBP,0.5496,0.2035,0.0767,81.19,Settled
TXN-000000177,AUTH-000000231,CARD-0000224,PRD-00001,2025-11-13 08:40:59,2025-11-13,Purchase,MER-8011-7504,8011,443.49,GBP,1.3658,1.2825,0.1461,440.7,Settled
TXN-000000178,AUTH-000000232,CARD-0000065,PRD-00001,2025-11-13 08:33:15,2025-11-14,Purchase,MER-8011-1419,8011,24.49,GBP,0.2343,0.0175,0.0788,24.16,Settled
TXN-000000179,AUTH-000000233,CARD-0000008,PRD-00001,2025-11-13 02:26:10,2025-11-14,Purchase,MER-4814-5844,4814,200.26,GBP,2.1302,0.3438,0.1296,197.66,Settled
TXN-000000180,AUTH-000000234,CARD-0000045,PRD-00001,2025-11-13 03:04:53,2025-11-14,Purchase,MER-5732-3674,5732,322.02,GBP,4.0253,0.9035,0.1238,316.97,Settled
TXN-000000181,AUTH-000000235,CARD-0000087,PRD-00001,2025-11-13 12:56:11,2025-11-14,Purchase,MER-5732-2321,5732,26.76,GBP,0.0555,0.0742,0.1385,26.49,Settled
TXN-000000182,AUTH-000000236,CARD-0000241,PRD-00001,2025-11-14 20:31:09,2025-11-15,Purchase,MER-5541-4915,5541,134.91,GBP,0.3294,0.0969,0.0424,134.44,Settled
TXN-000000183,AUTH-000000237,CARD-0000056,PRD-00001,2025-11-15 14:09:12,2025-11-16,Purchase,MER-4814-5844,4814,176.98,GBP,0.8687,0.3498,0.091,175.67,Settled
TXN-000000184,AUTH-000000238,CARD-0000177,PRD-00001,2025-11-15 01:31:03,2025-11-15,Purchase,MER-5200-5853,5200,39.66,GBP,0.4423,0.0744,0.0671,39.08,Settled
TXN-000000185,AUTH-000000240,CARD-0000189,PRD-00001,2025-11-15 01:17:28,2025-11-15,Purchase,MER-7832-9582,7832,778.82,GBP,1.8575,1.0545,0.0599,775.85,Settled
TXN-000000186,AUTH-000000241,CARD-0000230,PRD-00001,2025-11-15 09:20:23,2025-11-15,Purchase,MER-5964-1976,5964,93.65,GBP,1.1019,0.2687,0.1244,92.16,Settled
TXN-000000187,AUTH-000000243,CARD-0000109,PRD-00001,2025-11-16 03:59:36,2025-11-17,Purchase,MER-4511-6984,4511,139.32,GBP,1.2388,0.1559,0.1066,137.82,Settled
TXN-000000188,AUTH-000000245,CARD-0000189,PRD-00001,2025-11-16 19:50:25,2025-11-17,Purchase,MER-4814-5844,4814,113.2,GBP,0.8057,0.1105,0.0368,112.25,Settled
TXN-000000189,AUTH-000000248,CARD-0000045,PRD-00001,2025-11-16 14:20:49,2025-11-17,Purchase,MER-5200-4423,5200,31.92,GBP,0.4274,0.0284,0.1206,31.34,Settled
TXN-000000190,AUTH-000000250,CARD-0000103,PRD-00001,2025-11-16 02:47:38,2025-11-18,Purchase,MER-5964-8191,5964,73.89,GBP,0.375,0.0531,0.0515,73.41,Settled
TXN-000000191,AUTH-000000251,CARD-0000220,PRD-00001,2025-11-16 20:43:57,2025-11-18,Purchase,MER-6051-3440,6051,14.78,GBP,0.2344,0.0429,0.1424,14.36,Settled
TXN-000000192,AUTH-000000254,CARD-0000023,PRD-00001,2025-11-17 04:57:38,2025-11-18,Purchase,MER-6051-3440,6051,152.51,GBP,0.4151,0.428,0.1492,151.52,Settled
TXN-000000193,AUTH-000000255,CARD-0000152,PRD-00001,2025-11-17 23:22:42,2025-11-18,Purchase,MER-5999-5053,5999,164.11,GBP,1.2896,0.3448,0.1458,162.33,Settled
TXN-000000194,AUTH-000000256,CARD-0000161,PRD-00001,2025-11-18 02:26:07,2025-11-18,ATM Withdrawal,MER-6011-5763,6011,36.47,GBP,0.1534,0.0583,0.1057,36.15,Settled
TXN-000000195,AUTH-000000260,CARD-0000184,PRD-00001,2025-11-18 21:31:27,2025-11-20,Purchase,MER-5411-1932,5411,42.59,GBP,0.1094,0.0231,0.0377,42.42,Settled
TXN-000000196,AUTH-000000261,CARD-0000156,PRD-00001,2025-11-18 04:50:38,2025-11-19,Purchase,MER-5732-3674,5732,30.6,GBP,0.2423,0.0786,0.106,30.17,Settled
TXN-000000197,AUTH-000000262,CARD-0000165,PRD-00001,2025-11-18 13:28:35,2025-11-18,Purchase,MER-5964-1976,5964,80.44,GBP,0.751,0.0499,0.0393,79.6,Settled
TXN-000000198,AUTH-000000263,CARD-0000170,PRD-00001,2025-11-19 20:30:51,2025-11-21,Purchase,MER-4511-6984,4511,45.95,GBP,0.2003,0.1245,0.1388,45.49,Settled
TXN-000000199,AUTH-000000264,CARD-0000196,PRD-00001,2025-11-20 00:32:12,2025-11-20,Purchase,MER-5200-4423,5200,174.83,GBP,0.8802,0.4186,0.1491,173.38,Settled
TXN-000000200,AUTH-000000266,CARD-0000201,PRD-00001,2025-11-20 02:22:36,2025-11-21,Purchase,MER-5732-3674,5732,95.35,GBP,1.3844,0.1194,0.0911,93.76,Settled
TXN-000000201,AUTH-000000267,CARD-0000241,PRD-00001,2025-11-21 15:29:38,2025-11-22,Purchase,MER-8011-7504,8011,11.23,GBP,0.0718,0.0285,0.044,11.09,Settled
TXN-000000202,AUTH-000000269,CARD-0000174,PRD-00001,2025-11-21 16:14:38,2025-11-21,Purchase,MER-7832-7947,7832,25.39,GBP,0.3649,0.0252,0.0808,24.92,Settled
TXN-000000203,AUTH-000000270,CARD-0000152,PRD-00001,2025-11-22 18:21:33,2025-11-25,Purchase,MER-4511-7355,4511,82.71,GBP,0.545,0.2384,0.0836,81.84,Settled
TXN-000000204,AUTH-000000272,CARD-0000165,PRD-00001,2025-11-22 13:30:51,2025-11-24,Purchase,MER-4511-7355,4511,327.73,GBP,3.5784,0.6218,0.1171,323.41,Settled
TXN-000000205,AUTH-000000273,CARD-0000231,PRD-00001,2025-11-22 03:51:33,2025-11-23,Purchase,MER-5999-9885,5999,48.15,GBP,0.4756,0.1172,0.1366,47.42,Settled
TXN-000000206,AUTH-000000275,CARD-0000008,PRD-00001,2025-11-22 16:40:11,2025-11-23,Purchase,MER-5812-3477,5812,36.64,GBP,0.1593,0.0491,0.0991,36.33,Settled
TXN-000000207,AUTH-000000276,CARD-0000206,PRD-00001,2025-11-23 05:22:17,2025-11-23,Purchase,MER-8220-1093,8220,146.33,GBP,2.2855,0.3455,0.1243,143.57,Settled
TXN-000000208,AUTH-000000277,CARD-0000219,PRD-00001,2025-11-23 06:11:53,2025-11-25,Purchase,MER-5541-2498,5541,113.77,GBP,0.9544,0.2561,0.1073,112.45,Settled
TXN-000000209,AUTH-000000278,CARD-0000082,PRD-00001,2025-11-23 07:29:03,2025-11-23,Purchase,MER-5651-2066,5651,4.73,GBP,0.0469,0.01,0.0564,4.62,Settled
TXN-000000210,AUTH-000000280,CARD-0000179,PRD-00001,2025-11-23 00:04:36,2025-11-23,Purchase,MER-5734-2587,5734,79.46,GBP,0.7442,0.0846,0.1119,78.52,Settled
TXN-000000211,AUTH-000000282,CARD-0000239,PRD-00001,2025-11-23 04:53:31,2025-11-25,Purchase,MER-8220-6692,8220,47.01,GBP,0.2188,0.0612,0.056,46.67,Settled
TXN-000000212,AUTH-000000283,CARD-0000004,PRD-00001,2025-11-23 03:19:04,2025-11-23,Purchase,MER-5200-4423,5200,183.41,GBP,2.7489,0.2163,0.0585,180.39,Settled
TXN-000000213,AUTH-000000284,CARD-0000135,PRD-00001,2025-11-23 14:41:27,2025-11-24,Purchase,MER-5200-4423,5200,156.46,GBP,1.9804,0.1459,0.0404,154.29,Settled
TXN-000000214,AUTH-000000285,CARD-0000191,PRD-00001,2025-11-24 02:23:25,2025-11-26,Purchase,MER-4900-9233,4900,57.58,GBP,1.0138,0.1148,0.1419,56.31,Settled
TXN-000000215,AUTH-000000286,CARD-0000104,PRD-00001,2025-11-24 00:23:01,2025-11-25,Refund,MER-5812-3477,5812,-34.11,GBP,0.559,0.0616,0.0347,-34.11,Settled
TXN-000000216,AUTH-000000287,CARD-0000224,PRD-00001,2025-11-25 12:48:12,2025-11-27,Purchase,MER-5311-8236,5311,66.76,GBP,0.53,0.0799,0.1182,66.03,Settled
TXN-000000217,AUTH-000000288,CARD-0000034,PRD-00001,2025-11-25 17:41:11,2025-11-27,Purchase,MER-7011-3492,7011,31.96,GBP,0.5432,0.093,0.0257,31.3,Settled
TXN-000000218,AUTH-000000289,CARD-0000045,PRD-00001,2025-11-25 02:52:30,2025-11-25,Purchase,MER-5651-4855,5651,120.7,GBP,1.6482,0.1038,0.0531,118.89,Settled
TXN-000000219,AUTH-000000290,CARD-0000061,PRD-00001,2025-11-25 19:01:27,2025-11-25,Purchase,MER-5812-3477,5812,155.06,GBP,2.4008,0.1818,0.0983,152.38,Settled
TXN-000000220,AUTH-000000291,CARD-0000013,PRD-00001,2025-11-26 21:08:32,2025-11-27,Purchase,MER-5311-2389,5311,30.9,GBP,0.245,0.0214,0.0728,30.56,Settled
TXN-000000221,AUTH-000000292,CARD-0000021,PRD-00001,2025-11-26 04:36:06,2025-11-27,Purchase,MER-5311-2389,5311,90.16,GBP,0.6356,0.2502,0.1412,89.13,Settled
TXN-000000222,AUTH-000000293,CARD-0000052,PRD-00001,2025-11-27 15:39:38,2025-11-27,Purchase,MER-4814-5844,4814,25.13,GBP,0.1662,0.0649,0.1315,24.77,Settled
TXN-000000223,AUTH-000000294,CARD-0000148,PRD-00001,2025-11-27 19:45:26,2025-11-29,Purchase,MER-6051-6516,6051,26.72,GBP,0.4701,0.0761,0.0598,26.11,Settled
TXN-000000224,AUTH-000000297,CARD-0000241,PRD-00001,2025-11-28 09:00:02,2025-11-29,Purchase,MER-6051-6516,6051,30.8,GBP,0.4371,0.0597,0.0669,30.24,Settled
TXN-000000225,AUTH-000000300,CARD-0000204,PRD-00001,2025-11-29 17:19:28,2025-11-29,Purchase,MER-4511-6984,4511,33.12,GBP,0.5902,0.0374,0.1144,32.38,Settled
TXN-000000226,AUTH-000000301,CARD-0000179,PRD-00001,2025-11-29 12:26:00,2025-12-01,Purchase,MER-5200-5853,5200,62.87,GBP,0.4887,0.0396,0.091,62.25,Settled
TXN-000000227,AUTH-000000302,CARD-0000013,PRD-00001,2025-11-30 01:29:15,2025-12-02,Purchase,MER-5200-5853,5200,396.84,GBP,0.803,0.5141,0.1321,395.39,Settled
TXN-000000228,AUTH-000000305,CARD-0000024,PRD-00001,2025-11-30 10:39:02,2025-11-30,Purchase,MER-4900-9233,4900,161.54,GBP,1.0508,0.2363,0.1152,160.14,Settled
TXN-000000229,AUTH-000000306,CARD-0000108,PRD-00001,2025-11-30 23:53:12,2025-12-02,Purchase,MER-5964-8191,5964,50.51,GBP,0.6847,0.0937,0.0244,49.71,Settled
TXN-000000230,AUTH-000000307,CARD-0000011,PRD-00001,2025-11-30 21:54:20,2025-12-01,Purchase,MER-5311-8236,5311,27.2,GBP,0.1535,0.0629,0.1169,26.87,Settled
TXN-000000231,AUTH-000000309,CARD-0000156,PRD-00001,2025-12-01 05:34:53,2025-12-01,Purchase,MER-4121-5773,4121,20.93,GBP,0.2631,0.033,0.0242,20.61,Settled
TXN-000000232,AUTH-000000312,CARD-0000104,PRD-00001,2025-12-01 09:18:07,2025-12-02,Purchase,MER-5812-8517,5812,31.13,GBP,0.3143,0.0475,0.0257,30.74,Settled
TXN-000000233,AUTH-000000314,CARD-0000104,PRD-00001,2025-12-02 12:49:29,2025-12-02,Reversal,MER-5732-3674,5732,78.97,GBP,0.2907,0.1465,0.0623,78.47,Reversed
TXN-000000234,AUTH-000000315,CARD-0000195,PRD-00001,2025-12-02 02:07:39,2025-12-02,Purchase,MER-8011-7504,8011,15.89,GBP,0.0663,0.0095,0.1131,15.7,Settled
TXN-000000235,AUTH-000000317,CARD-0000098,PRD-00001,2025-12-02 21:27:20,2025-12-05,Purchase,MER-5734-9401,5734,224.52,GBP,3.7867,0.2533,0.0437,220.44,Settled
TXN-000000236,AUTH-000000319,CARD-0000057,PRD-00001,2025-12-03 01:38:59,2025-12-05,Purchase,MER-4900-7182,4900,89.38,GBP,1.5798,0.2309,0.039,87.53,Settled
TXN-000000237,AUTH-000000321,CARD-0000159,PRD-00001,2025-12-03 09:44:23,2025-12-03,Purchase,MER-6051-3440,6051,79.73,GBP,0.8662,0.1681,0.1342,78.56,Settled
TXN-000000238,AUTH-000000324,CARD-0000086,PRD-00001,2025-12-04 10:47:50,2025-12-06,Purchase,MER-8220-6692,8220,45.32,GBP,0.4198,0.0402,0.1109,44.75,Settled
TXN-000000239,AUTH-000000325,CARD-0000210,PRD-00001,2025-12-04 08:34:33,2025-12-04,Purchase,MER-5541-8568,5541,113.26,GBP,0.6943,0.1648,0.1072,112.29,Settled
TXN-000000240,AUTH-000000326,CARD-0000078,PRD-00001,2025-12-04 16:17:07,2025-12-04,Purchase,MER-7011-3492,7011,15.83,GBP,0.0521,0.0294,0.0976,15.65,Settled
TXN-000000241,AUTH-000000327,CARD-0000094,PRD-00001,2025-12-05 05:28:30,2025-12-06,Purchase,MER-5964-8191,5964,101.08,GBP,1.5385,0.1245,0.0876,99.33,Settled
TXN-000000242,AUTH-000000328,CARD-0000039,PRD-00001,2025-12-05 06:48:52,2025-12-05,Purchase,MER-6051-6516,6051,101.2,GBP,0.4975,0.3031,0.049,100.35,Settled
TXN-000000243,AUTH-000000329,CARD-0000081,PRD-00001,2025-12-05 05:10:01,2025-12-07,Purchase,MER-8011-1419,8011,109.06,GBP,0.52,0.0628,0.065,108.41,Settled
TXN-000000244,AUTH-000000330,CARD-0000187,PRD-00001,2025-12-05 17:33:47,2025-12-07,Purchase,MER-4900-9383,4900,149.17,GBP,0.5852,0.1735,0.0349,148.38,Settled
TXN-000000245,AUTH-000000332,CARD-0000265,PRD-00001,2025-12-06 17:43:31,2025-12-06,Purchase,MER-5200-5853,5200,73.0,GBP,1.2287,0.0971,0.0562,71.62,Settled
TXN-000000246,AUTH-000000334,CARD-0000247,PRD-00001,2025-12-06 14:15:13,2025-12-06,Purchase,MER-5964-1976,5964,194.95,GBP,2.6954,0.3551,0.102,191.8,Settled
TXN-000000247,AUTH-000000335,CARD-0000155,PRD-00001,2025-12-06 17:33:52,2025-12-06,Purchase,MER-5964-1976,5964,39.13,GBP,0.172,0.1109,0.1308,38.72,Settled
TXN-000000248,AUTH-000000336,CARD-0000034,PRD-00001,2025-12-06 04:16:57,2025-12-06,Purchase,MER-5541-4915,5541,96.14,GBP,0.8321,0.0946,0.1013,95.11,Settled
TXN-000000249,AUTH-000000337,CARD-0000129,PRD-00001,2025-12-06 06:52:09,2025-12-07,Purchase,MER-5541-2498,5541,16.09,GBP,0.1889,0.0207,0.0868,15.79,Settled
TXN-000000250,AUTH-000000338,CARD-0000282,PRD-00001,2025-12-07 02:17:55,2025-12-07,ATM Withdrawal,MER-6011-5763,6011,50.18,GBP,0.832,0.1182,0.1157,49.11,Settled
TXN-000000251,AUTH-000000339,CARD-0000109,PRD-00001,2025-12-07 14:02:54,2025-12-09,Purchase,MER-5732-2321,5732,179.97,GBP,2.178,0.1247,0.0314,177.64,Settled
TXN-000000252,AUTH-000000340,CARD-0000188,PRD-00001,2025-12-07 13:17:37,2025-12-07,ATM Withdrawal,MER-6011-9644,6011,121.0,GBP,1.9171,0.1574,0.0932,118.83,Settled
TXN-000000253,AUTH-000000341,CARD-0000271,PRD-00001,2025-12-08 23:37:56,2025-12-08,Purchase,MER-5812-8504,5812,108.32,GBP,1.606,0.0874,0.0849,106.54,Settled
TXN-000000254,AUTH-000000342,CARD-0000195,PRD-00001,2025-12-08 21:25:16,2025-12-10,Purchase,MER-4121-1146,4121,42.36,GBP,0.7204,0.1015,0.0271,41.51,Settled
TXN-000000255,AUTH-000000343,CARD-0000280,PRD-00001,2025-12-08 14:50:59,2025-12-09,Purchase,MER-5999-9885,5999,61.97,GBP,0.5818,0.1347,0.0656,61.19,Settled
TXN-000000256,AUTH-000000344,CARD-0000283,PRD-00001,2025-12-08 10:40:02,2025-12-08,Purchase,MER-5541-8568,5541,91.19,GBP,0.6763,0.0951,0.1024,90.32,Settled
TXN-000000257,AUTH-000000345,CARD-0000040,PRD-00001,2025-12-08 16:02:07,2025-12-10,Purchase,MER-5812-3477,5812,43.01,GBP,0.513,0.0477,0.1365,42.31,Settled
TXN-000000258,AUTH-000000346,CARD-0000189,PRD-00001,2025-12-08 10:42:58,2025-12-08,Purchase,MER-5200-4423,5200,36.3,GBP,0.5183,0.0311,0.0553,35.7,Settled
TXN-000000259,AUTH-000000347,CARD-0000164,PRD-00001,2025-12-08 06:11:58,2025-12-09,Purchase,MER-5964-1976,5964,68.77,GBP,0.2147,0.1086,0.0458,68.4,Settled
TXN-000000260,AUTH-000000349,CARD-0000039,PRD-00001,2025-12-09 02:25:12,2025-12-10,Purchase,MER-5200-4423,5200,32.22,GBP,0.4167,0.0753,0.0796,31.65,Settled
TXN-000000261,AUTH-000000350,CARD-0000016,PRD-00001,2025-12-09 20:45:04,2025-12-10,Purchase,MER-5651-6982,5651,31.58,GBP,0.1954,0.0749,0.0763,31.23,Settled
TXN-000000262,AUTH-000000351,CARD-0000102,PRD-00001,2025-12-10 03:48:09,2025-12-11,Refund,MER-5311-2389,5311,-106.73,GBP,0.5084,0.1094,0.0502,-106.73,Settled
TXN-000000263,AUTH-000000352,CARD-0000241,PRD-00001,2025-12-10 09:08:54,2025-12-11,Purchase,MER-5999-6712,5999,22.53,GBP,0.2118,0.0618,0.0326,22.22,Settled
TXN-000000264,AUTH-000000353,CARD-0000191,PRD-00001,2025-12-10 09:14:36,2025-12-12,Refund,MER-5200-5853,5200,-56.66,GBP,0.7124,0.0636,0.0824,-56.66,Settled
TXN-000000265,AUTH-000000354,CARD-0000217,PRD-00001,2025-12-10 05:31:13,2025-12-11,Purchase,MER-4900-9233,4900,52.09,GBP,0.2868,0.0369,0.1027,51.66,Settled
TXN-000000266,AUTH-000000356,CARD-0000109,PRD-00001,2025-12-11 09:25:19,2025-12-12,Purchase,MER-5200-4423,5200,24.96,GBP,0.3115,0.0636,0.1144,24.47,Settled
TXN-000000267,AUTH-000000358,CARD-0000289,PRD-00001,2025-12-12 05:10:24,2025-12-12,Purchase,MER-5999-9885,5999,87.86,GBP,1.4869,0.1259,0.0568,86.19,Settled
TXN-000000268,AUTH-000000360,CARD-0000043,PRD-00001,2025-12-13 04:35:23,2025-12-14,Purchase,MER-5311-8236,5311,19.87,GBP,0.35,0.0577,0.1212,19.34,Settled
TXN-000000269,AUTH-000000361,CARD-0000089,PRD-00001,2025-12-13 18:36:00,2025-12-13,Purchase,MER-4511-6984,4511,123.21,GBP,1.369,0.1189,0.0477,121.67,Settled
TXN-000000270,AUTH-000000362,CARD-0000148,PRD-00001,2025-12-13 05:25:52,2025-12-14,Purchase,MER-5734-9401,5734,46.85,GBP,0.5901,0.0327,0.0246,46.2,Settled
TXN-000000271,AUTH-000000363,CARD-0000095,PRD-00001,2025-12-13 03:00:08,2025-12-14,ATM Withdrawal,MER-6011-5763,6011,45.59,GBP,0.7937,0.0874,0.1223,44.59,Settled
TXN-000000272,AUTH-000000365,CARD-0000002,PRD-00001,2025-12-13 06:33:40,2025-12-15,Purchase,MER-5541-8568,5541,53.74,GBP,0.1146,0.0963,0.0926,53.44,Settled
TXN-000000273,AUTH-000000366,CARD-0000014,PRD-00001,2025-12-14 03:57:36,2025-12-14,Purchase,MER-5964-1976,5964,20.18,GBP,0.2439,0.0151,0.1168,19.8,Settled
TXN-000000274,AUTH-000000367,CARD-0000215,PRD-00001,2025-12-14 07:50:30,2025-12-14,Refund,MER-6051-3440,6051,-71.5,GBP,0.5953,0.0699,0.0841,-71.5,Settled
TXN-000000275,AUTH-000000368,CARD-0000128,PRD-00001,2025-12-14 16:36:18,2025-12-14,Purchase,MER-4121-5773,4121,260.41,GBP,0.5282,0.2163,0.1142,259.55,Settled
TXN-000000276,AUTH-000000369,CARD-0000248,PRD-00001,2025-12-14 12:43:53,2025-12-15,Purchase,MER-4900-7182,4900,38.4,GBP,0.5773,0.0773,0.0989,37.65,Settled
TXN-000000277,AUTH-000000371,CARD-0000020,PRD-00001,2025-12-15 21:54:14,2025-12-16,Purchase,MER-7011-3492,7011,646.4,GBP,9.8814,1.5329,0.1077,634.88,Settled
