card_id,product_id,cardholder_ref,card_type,issue_date,activation_date,expiry_date,card_status
CARD-0000261,PRD-00001,CH-989D9D4A,Virtual,2025-12-20,2025-12-20,2028-12-20,Active
CARD-0000262,PRD-00001,CH-8E485223,Virtual,2025-12-11,2025-12-13,2028-12-11,Active
CARD-0000263,PRD-00001,CH-30E912F2,Physical,2025-12-09,2025-12-11,2030-12-09,Blocked
CARD-0000264,PRD-00001,CH-680BAC63,Virtual,2025-12-03,2025-12-05,2030-12-03,Active
CARD-0000265,PRD-00001,CH-3D85DE89,Physical,2025-12-21,2025-12-25,2030-12-21,Active
CARD-0000266,PRD-00001,CH-B63B4DC3,Virtual,2025-12-23,2025-12-28,2028-12-23,Active
CARD-0000267,PRD-00001,CH-046A0DF5,Physical,2025-12-26,2025-12-31,2029-12-26,Active
CARD-0000268,PRD-00001,CH-6786D506,Physical,2025-12-22,2025-12-24,2029-12-22,Active
CARD-0000269,PRD-00001,CH-A9F948B2,Virtual,2025-12-10,2025-12-13,2028-12-10,Closed
CARD-0000270,PRD-00001,CH-8DB06746,Physical,2025-12-07,2025-12-07,2028-12-07,Closed
CARD-0000271,PRD-00001,CH-FF233D5F,Physical,2025-12-10,2025-12-15,2028-12-10,Active
CARD-0000272,PRD-00001,CH-5A104129,Virtual,2025-12-11,2025-12-12,2030-12-11,Active
CARD-0000273,PRD-00001,CH-4E7ED827,Physical,2025-12-06,2025-12-11,2028-12-06,Blocked
CARD-0000274,PRD-00001,CH-B8A6171F,Physical,2025-12-15,2025-12-18,2028-12-15,Active
CARD-0000275,PRD-00001,CH-BE2D740A,Virtual,2025-12-20,2025-12-21,2029-12-20,Active
CARD-0000276,PRD-00001,CH-B0AE8F08,Virtual,2025-12-18,2025-12-19,2028-12-18,Active
CARD-0000277,PRD-00001,CH-BD1531C8,Virtual,2025-12-12,2025-12-15,2030-12-12,Closed
CARD-0000278,PRD-00001,CH-96EF2AD6,Virtual,2025-12-25,2025-12-26,2029-12-25,Active
CARD-0000279,PRD-00001,CH-98C7472A,Physical,2025-12-27,2025-12-29,2028-12-27,Active
CARD-0000280,PRD-00001,CH-D52721E7,Virtual,2025-12-02,2025-12-06,2030-12-02,Active
CARD-0000281,PRD-00001,CH-5C62B3A2,Physical,2025-12-04,2025-12-06,2030-12-04,Blocked
CARD-0000282,PRD-00001,CH-B540B30E,Physical,2025-12-03,2025-12-06,2028-12-03,Active
CARD-0000283,PRD-00001,CH-0BA6EAB9,Virtual,2025-12-03,2025-12-03,2028-12-03,Active
CARD-0000284,PRD-00001,CH-4AC9778D,Virtual,2025-12-14,2025-12-15,2028-12-14,Active
CARD-0000285,PRD-00001,CH-A34B6CF6,Physical,2025-12-13,2025-12-15,2028-12-13,Active
CARD-0000286,PRD-00001,CH-1A432F0A,Physical,2025-12-04,2025-12-05,2030-12-04,Active
CARD-0000287,PRD-00001,CH-48CA7651,Virtual,2025-12-02,2025-12-07,2029-12-02,Expired
CARD-0000288,PRD-00001,CH-5738811D,Virtual,2025-12-27,2025-12-30,2028-12-27,Active
CARD-0000289,PRD-00001,CH-40A26C60,Physical,2025-12-20,2025-12-22,2028-12-20,Expired
CARD-0000290,PRD-00001,CH-1D34D08E,Virtual,2025-12-07,2025-12-07,2028-12-07,Active
CARD-0000291,PRD-00001,CH-7DE31A51,Physical,2025-12-25,2025-12-25,2029-12-25,Active
CARD-0000292,PRD-00001,CH-AFBB411A,Virtual,2025-12-08,2025-12-08,2029-12-08,Active
CARD-0000293,PRD-00001,CH-CFA701CD,Physical,2025-12-04,2025-12-09,2029-12-04,Active
CARD-0000294,PRD-00001,CH-15CE6A66,Physical,2025-12-17,2025-12-19,2030-12-17,Active
CARD-0000295,PRD-00001,CH-8EDDDFCD,Physical,2025-12-14,2025-12-18,2028-12-14,Active
CARD-0000296,PRD-00001,CH-989BC4DA,Physical,2025-12-14,2025-12-18,2028-12-14,Active
CARD-0000297,PRD-00001,CH-C693DA11,Physical,2025-12-12,2025-12-15,2028-12-12,Closed
CARD-0000298,PRD-00001,CH-E893BE3D,Virtual,2025-12-28,2025-12-30,2029-12-28,Active
CARD-0000299,PRD-00001,CH-96A9954F,Physical,2025-12-09,2025-12-11,2030-12-09,Active
CARD-0000300,PRD-00001,CH-9191B363,Physical,2025-12-08,2025-12-12,2030-12-08,Active
CARD-0000301,PRD-00001,CH-F5C9B047,Virtual,2025-12-24,2025-12-28,2029-12-24,Active
CARD-0000302,PRD-00001,CH-C342BD2B,Virtual,2025-12-11,2025-12-16,2030-12-11,Active
CARD-0000303,PRD-00001,CH-43BFD931,Physical,2025-12-16,2025-12-16,2030-12-16,Active
CARD-0000304,PRD-00001,CH-3D67CDE9,Physical,2025-12-23,2025-12-23,2029-12-23,Active
CARD-0000305,PRD-00001,CH-2812859A,Virtual,2026-01-26,2026-01-28,2029-01-26,Expired
CARD-0000306,PRD-00001,CH-B07AA066,Virtual,2026-01-17,2026-01-19,2030-01-17,Closed
CARD-0000307,PRD-00001,CH-085B15FB,Virtual,2026-01-02,2026-01-02,2031-01-02,Active
CARD-0000308,PRD-00001,CH-48603B32,Physical,2026-01-28,2026-01-30,2031-01-28,Active
CARD-0000309,PRD-00001,CH-1238D630,Virtual,2026-01-14,2026-01-16,2030-01-14,Active
CARD-0000310,PRD-00001,CH-43B9DA13,Virtual,2026-01-06,2026-01-10,2030-01-06,Active
CARD-0000311,PRD-00001,CH-96FC734D,Physical,2026-01-09,2026-01-12,2029-01-09,Active
CARD-0000312,PRD-00001,CH-32A447B2,Virtual,2026-01-20,2026-01-20,2029-01-20,Active
CARD-0000313,PRD-00001,CH-398D1CA6,Virtual,2026-01-03,2026-01-06,2030-01-03,Active
CARD-0000314,PRD-00001,CH-44007D5A,Virtual,2026-01-20,2026-01-22,2031-01-20,Active
CARD-0000315,PRD-00001,CH-0F44704F,Virtual,2026-01-15,2026-01-19,2029-01-15,Active
CARD-0000316,PRD-00001,CH-9854CE4E,Physical,2026-01-14,2026-01-14,2030-01-14,Active
CARD-0000317,PRD-00001,CH-EBD34616,Physical,2026-01-22,2026-01-22,2031-01-22,Active
CARD-0000318,PRD-00001,CH-77FC9703,Virtual,2026-01-05,2026-01-05,2031-01-05,Active
CARD-0000319,PRD-00001,CH-670ACC5C,Virtual,2026-01-05,2026-01-07,2029-01-05,Active
CARD-0000320,PRD-00001,CH-8A3C3B5E,Physical,2026-01-13,2026-01-18,2031-01-13,Active
CARD-0000321,PRD-00001,CH-9918EE46,Physical,2026-01-15,2026-01-19,2030-01-15,Active
CARD-0000322,PRD-00001,CH-BC0A6A5D,Virtual,2026-01-05,2026-01-10,2031-01-05,Active
CARD-0000323,PRD-00001,CH-069F14F1,Physical,2026-01-09,2026-01-14,2029-01-09,Closed
CARD-0000324,PRD-00001,CH-AC9ED156,Physical,2026-01-06,2026-01-08,2030-01-06,Active
CARD-0000325,PRD-00001,CH-964DB03F,Physical,2026-01-25,2026-01-29,2030-01-25,Active
CARD-0000326,PRD-00001,CH-C3C75611,Virtual,2026-01-10,2026-01-11,2031-01-10,Expired
CARD-0000327,PRD-00001,CH-9384EC2B,Virtual,2026-01-04,2026-01-05,2029-01-04,Blocked
CARD-0000328,PRD-00001,CH-2CD94CBB,Virtual,2026-01-23,2026-01-28,2030-01-23,Closed
CARD-0000329,PRD-00001,CH-7135F221,Virtual,2026-01-12,2026-01-14,2031-01-12,Active
CARD-0000330,PRD-00001,CH-FF37D19C,Physical,2026-01-28,2026-01-30,2029-01-28,Active
CARD-0000331,PRD-00001,CH-D0725B5C,Physical,2026-01-17,2026-01-18,2029-01-17,Active
CARD-0000332,PRD-00001,CH-785299F4,Virtual,2026-01-08,2026-01-11,2030-01-08,Active
CARD-0000333,PRD-00001,CH-5230DFBD,Physical,2026-01-26,2026-01-26,2031-01-26,Active
CARD-0000334,PRD-00001,CH-292BD156,Virtual,2026-01-10,2026-01-14,2030-01-10,Closed
CARD-0000335,PRD-00001,CH-7ED70ED7,Physical,2026-01-14,2026-01-15,2030-01-14,Blocked
CARD-0000336,PRD-00001,CH-668409E3,Virtual,2026-01-11,2026-01-16,2031-01-11,Active
CARD-0000337,PRD-00001,CH-0964FBBF,Physical,2026-01-17,2026-01-18,2030-01-17,Active
CARD-0000338,PRD-00001,CH-409D3602,Physical,2026-01-14,2026-01-14,2031-01-14,Expired
CARD-0000339,PRD-00001,CH-C5C5B37A,Physical,2026-01-17,2026-01-19,2029-01-17,Active
CARD-0000340,PRD-00001,CH-D32E6DCD,Virtual,2026-01-23,2026-01-23,2029-01-23,Active
CARD-0000341,PRD-00001,CH-DE8EDE0B,Virtual,2026-01-09,2026-01-10,2029-01-09,Active
CARD-0000342,PRD-00001,CH-0DE051A6,Physical,2026-01-21,2026-01-25,2030-01-21,Active
CARD-0000343,PRD-00001,CH-9F64EEED,Physical,2026-01-21,2026-01-22,2029-01-21,Active
CARD-0000344,PRD-00001,CH-71299889,Virtual,2026-01-22,2026-01-26,2031-01-22,Active
CARD-0000345,PRD-00001,CH-445DCC38,Virtual,2026-01-02,2026-01-07,2029-01-02,Active
CARD-0000346,PRD-00001,CH-49BC473F,Physical,2026-01-07,2026-01-10,2031-01-07,Active
CARD-0000347,PRD-00001,CH-7C16128D,Virtual,2026-01-21,2026-01-24,2031-01-21,Active
CARD-0000348,PRD-00001,CH-A14923C2,Virtual,2026-01-08,2026-01-08,2031-01-08,Active
CARD-0000349,PRD-00001,CH-B5B453CA,Virtual,2026-01-23,2026-01-26,2029-01-23,Active
CARD-0000350,PRD-00001,CH-03802B70,Physical,2026-01-15,2026-01-17,2029-01-15,Active
CARD-0000351,PRD-00001,CH-3985FB62,Virtual,2026-01-28,2026-01-31,2031-01-28,Active
CARD-0000352,PRD-00001,CH-1D0BC9BD,Physical,2026-01-05,2026-01-07,2030-01-05,Active
CARD-0000353,PRD-00001,CH-A5D04D53,Virtual,2026-01-08,2026-01-09,2030-01-08,Active
CARD-0000354,PRD-00001,CH-EEC259DC,Virtual,2026-01-05,2026-01-09,2029-01-05,Active
CARD-0000355,PRD-00001,CH-B495DB4E,Physical,2026-01-14,2026-01-16,2029-01-14,Closed
CARD-0000356,PRD-00001,CH-7B85179A,Physical,2026-01-19,2026-01-22,2031-01-19,Active
CARD-0000357,PRD-00001,CH-74EFF545,Virtual,2026-01-17,2026-01-20,2030-01-17,Active
CARD-0000358,PRD-00001,CH-30CBD755,Virtual,2026-01-01,2026-01-02,2029-01-01,Closed
CARD-0000359,PRD-00001,CH-BF0D073D,Physical,2026-01-07,2026-01-09,2031-01-07,Active
CARD-0000360,PRD-00001,CH-11DF12D7,Virtual,2026-01-16,2026-01-18,2031-01-16,Expired
CARD-0000361,PRD-00001,CH-DABAC50D,Virtual,2026-01-18,2026-01-19,2029-01-18,Blocked
CARD-0000362,PRD-00001,CH-C9A7D91F,Virtual,2026-01-09,2026-01-11,2031-01-09,Active
CARD-0000363,PRD-00001,CH-00A81DE9,Physical,2026-01-02,2026-01-04,2030-01-02,Active
CARD-0000364,PRD-00001,CH-D664D264,Virtual,2026-01-18,2026-01-22,2030-01-18,Active
CARD-0000365,PRD-00001,CH-A8F1E091,Physical,2026-01-09,2026-01-10,2031-01-09,Active
CARD-0000366,PRD-00001,CH-7250EE18,Virtual,2026-01-04,2026-01-08,2030-01-04,Active
CARD-0000367,PRD-00001,CH-551AC8EA,Virtual,2026-01-12,2026-01-16,2029-01-12,Active
CARD-0000368,PRD-00001,CH-6090D697,Virtual,2026-01-02,2026-01-05,2029-01-02,Active
CARD-0000369,PRD-00001,CH-DE9E3757,Physical,2026-02-17,2026-02-19,2030-02-17,Active
CARD-0000370,PRD-00001,CH-3D225C30,Virtual,2026-02-20,2026-02-24,2030-02-20,Active
CARD-0000371,PRD-00001,CH-DB23AA8C,Virtual,2026-02-11,2026-02-16,2031-02-11,Blocked
CARD-0000372,PRD-00001,CH-517400F8,Physical,2026-02-19,2026-02-21,2030-02-19,Active
CARD-0000373,PRD-00001,CH-E9D68F23,Virtual,2026-02-11,2026-02-15,2031-02-11,Active
CARD-0000374,PRD-00001,CH-FD08B32C,Physical,2026-02-10,2026-02-14,2031-02-10,Blocked
CARD-0000375,PRD-00001,CH-A6EAB79E,Physical,2026-02-16,2026-02-21,2030-02-16,Closed
CARD-0000376,PRD-00001,CH-F6FEBC0E,Virtual,2026-02-02,2026-02-03,2031-02-02,Active
CARD-0000377,PRD-00001,CH-F72169BB,Physical,2026-02-27,2026-02-28,2031-02-27,Active
CARD-0000378,PRD-00001,CH-19B17E80,Physical,2026-02-01,2026-02-04,2030-02-01,Active
CARD-0000379,PRD-00001,CH-1986B4B2,Virtual,2026-02-23,2026-02-28,2029-02-23,Active
CARD-0000380,PRD-00001,CH-03EDD1F8,Physical,2026-02-24,2026-02-28,2029-02-24,Active
CARD-0000381,PRD-00001,CH-DEF57689,Virtual,2026-02-11,2026-02-13,2031-02-11,Active
CARD-0000382,PRD-00001,CH-1327F1BC,Virtual,2026-02-06,2026-02-10,2030-02-06,Expired
CARD-0000383,PRD-00001,CH-43D88870,Virtual,2026-02-12,2026-02-16,2031-02-12,Active
CARD-0000384,PRD-00001,CH-65C17795,Virtual,2026-02-16,2026-02-20,2029-02-16,Closed
CARD-0000385,PRD-00001,CH-541CDFCD,Virtual,2026-02-10,2026-02-12,2029-02-10,Closed
CARD-0000386,PRD-00001,CH-889B78D5,Virtual,2026-02-23,2026-02-25,2029-02-23,Active
CARD-0000387,PRD-00001,CH-A075E927,Virtual,2026-02-16,2026-02-18,2030-02-16,Active
CARD-0000388,PRD-00001,CH-7CEA2045,Virtual,2026-02-04,2026-02-07,2031-02-04,Active
CARD-0000389,PRD-00001,CH-9E11D2CD,Physical,2026-02-27,2026-03-01,2030-02-27,Closed
CARD-0000390,PRD-00001,CH-AF34CF65,Physical,2026-02-02,2026-02-04,2030-02-02,Closed
CARD-0000391,PRD-00001,CH-3A3C8A71,Virtual,2026-02-15,2026-02-16,2031-02-15,Active
CARD-0000392,PRD-00001,CH-FA745761,Virtual,2026-02-07,2026-02-08,2031-02-07,Active
CARD-0000393,PRD-00001,CH-B4323070,Physical,2026-02-04,2026-02-05,2031-02-04,Active
CARD-0000394,PRD-00001,CH-2A96E1E2,Physical,2026-02-02,2026-02-07,2031-02-02,Expired
CARD-0000395,PRD-00001,CH-0769165F,Virtual,2026-02-08,2026-02-13,2029-02-08,Active
CARD-0000396,PRD-00001,CH-0E5DD462,Physical,2026-02-16,2026-02-16,2029-02-16,Active
CARD-0000397,PRD-00001,CH-6E417D47,Virtual,2026-02-18,2026-02-21,2029-02-18,Active
CARD-0000398,PRD-00001,CH-697C3923,Virtual,2026-02-21,2026-02-23,2029-02-21,Active
CARD-0000399,PRD-00001,CH-2E183554,Physical,2026-02-10,2026-02-15,2031-02-10,Active
CARD-0000400,PRD-00001,CH-9C07A751,Physical,2026-02-19,2026-02-20,2029-02-19,Active
CARD-0000401,PRD-00001,CH-AEE1E86B,Physical,2026-02-14,2026-02-17,2029-02-14,Closed
CARD-0000402,PRD-00001,CH-9549C931,Virtual,2026-02-26,2026-02-26,2030-02-26,Active
CARD-0000403,PRD-00001,CH-A34DB7C5,Physical,2026-02-01,2026-02-03,2030-02-01,Active
CARD-0000404,PRD-00001,CH-AAB612C9,Virtual,2026-02-10,2026-02-11,2030-02-10,Closed
CARD-0000405,PRD-00001,CH-771AD655,Physical,2026-02-28,2026-02-28,2031-02-28,Active
CARD-0000406,PRD-00001,CH-8BEDDB12,Virtual,2026-02-11,2026-02-16,2029-02-11,Active
CARD-0000407,PRD-00001,CH-F1FAF665,Virtual,2026-02-06,2026-02-10,2029-02-06,Active
CARD-0000408,PRD-00001,CH-4C955F6A,Virtual,2026-02-22,2026-02-25,2029-02-22,Active
CARD-0000409,PRD-00001,CH-B0B862EF,Physical,2026-02-17,2026-02-18,2030-02-17,Active
CARD-0000410,PRD-00001,CH-4D57D880,Physical,2026-02-05,2026-02-05,2030-02-05,Active
CARD-0000411,PRD-00001,CH-DA743152,Virtual,2026-02-09,2026-02-11,2030-02-09,Active
CARD-0000412,PRD-00001,CH-61A11729,Physical,2026-02-10,2026-02-12,2031-02-10,Active
CARD-0000413,PRD-00001,CH-4BBE4AFF,Physical,2026-02-21,2026-02-26,2030-02-21,Active
CARD-0000414,PRD-00001,CH-059DD55D,Virtual,2026-02-04,2026-02-09,2030-02-04,Active
CARD-0000415,PRD-00001,CH-6553867D,Physical,2026-02-17,2026-02-22,2031-02-17,Active
CARD-0000416,PRD-00001,CH-DD750E98,Physical,2026-02-10,2026-02-11,2030-02-10,Active
CARD-0000417,PRD-00001,CH-F93E08D5,Virtual,2026-02-16,2026-02-19,2029-02-16,Active
CARD-0000418,PRD-00001,CH-BEC39A37,Physical,2026-02-23,2026-02-24,2031-02-23,Expired
CARD-0000419,PRD-00001,CH-E726BE23,Physical,2026-02-22,2026-02-26,2031-02-22,Blocked
CARD-0000420,PRD-00001,CH-3AE909FE,Physical,2026-02-15,2026-02-19,2031-02-15,Active
CARD-0000421,PRD-00001,CH-3810AE66,Physical,2026-02-04,2026-02-08,2029-02-04,Blocked
CARD-0000422,PRD-00001,CH-402913EC,Virtual,2026-02-18,2026-02-18,2029-02-18,Active
CARD-0000423,PRD-00001,CH-C478F6F1,Virtual,2026-02-22,2026-02-22,2029-02-22,Active
CARD-0000424,PRD-00001,CH-2303F6C6,Virtual,2026-02-17,2026-02-18,2030-02-17,Active
CARD-0000425,PRD-00001,CH-A0A11839,Physical,2026-02-17,2026-02-21,2030-02-17,Active
CARD-0000426,PRD-00001,CH-C9E26074,Physical,2026-02-15,2026-02-18,2031-02-15,Active
CARD-0000427,PRD-00001,CH-5D678BB1,Physical,2026-02-09,2026-02-09,2029-02-09,Active
CARD-0000428,PRD-00001,CH-E8DD5E5A,Physical,2026-02-14,2026-02-14,2030-02-14,Active
CARD-0000429,PRD-00001,CH-6A5E6920,Physical,2026-02-16,2026-02-17,2029-02-16,Active
CARD-0000430,PRD-00001,CH-C958E75E,Virtual,2026-03-25,2026-03-27,2031-03-25,Closed
CARD-0000431,PRD-00001,CH-5DA8D6D2,Virtual,2026-03-13,2026-03-16,2030-03-13,Blocked
CARD-0000432,PRD-00001,CH-45C45A3E,Physical,2026-03-03,2026-03-08,2031-03-03,Closed
CARD-0000433,PRD-00001,CH-E9FF1CAE,Virtual,2026-03-28,2026-04-01,2030-03-28,Active
CARD-0000434,PRD-00001,CH-F7A67B94,Physical,2026-03-05,2026-03-05,2031-03-05,Closed
CARD-0000435,PRD-00001,CH-DED255D0,Virtual,2026-03-10,2026-03-14,2030-03-10,Active
CARD-0000436,PRD-00001,CH-77E490C7,Virtual,2026-03-13,2026-03-14,2029-03-13,Active
CARD-0000437,PRD-00001,CH-C1101266,Physical,2026-03-09,2026-03-09,2029-03-09,Closed
CARD-0000438,PRD-00001,CH-AD238D36,Physical,2026-03-26,2026-03-27,2031-03-26,Active
CARD-0000439,PRD-00001,CH-65BCC272,Physical,2026-03-07,2026-03-10,2029-03-07,Active
CARD-0000440,PRD-00001,CH-8EAC0A33,Physical,2026-03-20,2026-03-21,2031-03-20,Active
CARD-0000441,PRD-00001,CH-6502D6A2,Physical,2026-03-24,2026-03-28,2029-03-24,Active
CARD-0000442,PRD-00001,CH-1FA382E8,Virtual,2026-03-07,2026-03-08,2029-03-07,Active
CARD-0000443,PRD-00001,CH-BFBF397B,Virtual,2026-03-27,2026-03-28,2031-03-27,Active
CARD-0000444,PRD-00001,CH-618AE305,Physical,2026-03-10,2026-03-13,2029-03-10,Closed
CARD-0000445,PRD-00001,CH-5F18E583,Physical,2026-03-10,2026-03-15,2030-03-10,Active
CARD-0000446,PRD-00001,CH-78B2B549,Physical,2026-03-22,2026-03-24,2030-03-22,Active
CARD-0000447,PRD-00001,CH-F1738856,Virtual,2026-03-21,2026-03-26,2031-03-21,Active
CARD-0000448,PRD-00001,CH-9C2E58DE,Virtual,2026-03-14,2026-03-15,2030-03-14,Active
CARD-0000449,PRD-00001,CH-A2A9D4D8,Physical,2026-03-25,2026-03-27,2031-03-25,Active
CARD-0000450,PRD-00001,CH-B379CB1E,Virtual,2026-03-28,2026-03-28,2031-03-28,Active
CARD-0000451,PRD-00001,CH-1DDE7969,Physical,2026-03-18,2026-03-21,2030-03-18,Closed
CARD-0000452,PRD-00001,CH-0986BBEB,Physical,2026-03-08,2026-03-11,2030-03-08,Active
CARD-0000453,PRD-00001,CH-1DBA1267,Physical,2026-03-28,2026-03-28,2030-03-28,Active
CARD-0000454,PRD-00001,CH-899CA782,Physical,2026-03-09,2026-03-09,2030-03-09,Active
CARD-0000455,PRD-00001,CH-5EFA9C5B,Physical,2026-03-07,2026-03-10,2031-03-07,Active
CARD-0000456,PRD-00001,CH-B24CC64F,Physical,2026-03-07,2026-03-08,2030-03-07,Active
CARD-0000457,PRD-00001,CH-965BEFDF,Virtual,2026-03-07,2026-03-08,2031-03-07,Active
CARD-0000458,PRD-00001,CH-E2AA7A5D,Virtual,2026-03-23,2026-03-24,2031-03-23,Active
CARD-0000459,PRD-00001,CH-D56CE8EA,Virtual,2026-03-18,2026-03-21,2030-03-18,Active
CARD-0000460,PRD-00001,CH-F065C817,Virtual,2026-03-18,2026-03-20,2031-03-18,Active
CARD-0000461,PRD-00001,CH-B0B63BCF,Virtual,2026-03-17,2026-03-19,2030-03-17,Active
CARD-0000462,PRD-00001,CH-71D79665,Physical,2026-03-07,2026-03-11,2030-03-07,Active
CARD-0000463,PRD-00001,CH-5CD8FE1A,Physical,2026-03-28,2026-03-30,2029-03-28,Active
CARD-0000464,PRD-00001,CH-5E09A9EE,Virtual,2026-03-18,2026-03-20,2031-03-18,Active
CARD-0000465,PRD-00001,CH-A5135EA0,Virtual,2026-03-05,2026-03-09,2029-03-05,Active
CARD-0000466,PRD-00001,CH-46A02A9B,Virtual,2026-03-27,2026-03-29,2029-03-27,Active
CARD-0000467,PRD-00001,CH-F2F25EEF,Virtual,2026-03-25,2026-03-28,2030-03-25,Closed
CARD-0000468,PRD-00001,CH-1777E8CB,Physical,2026-03-06,2026-03-07,2031-03-06,Active
CARD-0000469,PRD-00001,CH-A3B5CECE,Physical,2026-03-24,2026-03-28,2031-03-24,Active
CARD-0000470,PRD-00001,CH-0CF2B69B,Physical,2026-03-02,2026-03-02,2029-03-02,Closed
CARD-0000471,PRD-00001,CH-FD235DEF,Physical,2026-03-14,2026-03-14,2029-03-14,Blocked
CARD-0000472,PRD-00001,CH-34885A46,Virtual,2026-03-23,2026-03-25,2029-03-23,Active
CARD-0000473,PRD-00001,CH-8DE08FC2,Virtual,2026-03-02,2026-03-07,2031-03-02,Active
CARD-0000474,PRD-00001,CH-D0243D72,Virtual,2026-03-16,2026-03-16,2029-03-16,Active
CARD-0000475,PRD-00001,CH-C63D04EE,Virtual,2026-03-01,2026-03-01,2031-03-01,Active
CARD-0000476,PRD-00001,CH-989240AC,Physical,2026-03-17,2026-03-17,2031-03-17,Active
CARD-0000477,PRD-00001,CH-FBE94499,Physical,2026-03-04,2026-03-08,2031-03-04,Active
CARD-0000478,PRD-00001,CH-8A4B8F7C,Virtual,2026-03-17,2026-03-20,2030-03-17,Active
CARD-0000479,PRD-00001,CH-1C24220E,Virtual,2026-03-03,2026-03-07,2030-03-03,Closed
CARD-0000480,PRD-00001,CH-21BDDB41,Physical,2026-03-08,2026-03-13,2031-03-08,Active
CARD-0000481,PRD-00001,CH-C9D6A63B,Physical,2026-03-28,2026-03-31,2031-03-28,Active
CARD-0000482,PRD-00001,CH-040A3AAE,Physical,2026-03-13,2026-03-18,2030-03-13,Active
CARD-0000483,PRD-00001,CH-20733F6D,Virtual,2026-03-01,2026-03-04,2031-03-01,Active
CARD-0000484,PRD-00001,CH-1D181EE9,Physical,2026-03-21,2026-03-25,2030-03-21,Active
CARD-0000485,PRD-00001,CH-72C22A16,Virtual,2026-03-02,2026-03-04,2029-03-02,Active
CARD-0000486,PRD-00001,CH-97FA7F04,Virtual,2026-03-02,2026-03-06,2029-03-02,Active
CARD-0000487,PRD-00001,CH-38B77C07,Virtual,2026-03-19,2026-03-19,2031-03-19,Active
CARD-0000488,PRD-00001,CH-BA2C98CE,Virtual,2026-03-07,2026-03-07,2031-03-07,Active
CARD-0000489,PRD-00001,CH-A8ADDF36,Virtual,2026-03-10,2026-03-15,2029-03-10,Active
CARD-0000490,PRD-00001,CH-A4B1F991,Physical,2026-03-18,2026-03-23,2030-03-18,Active
CARD-0000491,PRD-00001,CH-FFA361BE,Virtual,2026-03-24,2026-03-24,2029-03-24,Active
CARD-0000492,PRD-00001,CH-6D204496,Physical,2026-04-04,2026-04-06,2030-04-04,Active
CARD-0000493,PRD-00001,CH-B65FEEA9,Virtual,2026-04-20,2026-04-22,2031-04-20,Closed
CARD-0000494,PRD-00001,CH-E63658C9,Virtual,2026-04-01,2026-04-04,2031-04-01,Active
CARD-0000495,PRD-00001,CH-25F934BF,Virtual,2026-04-08,2026-04-11,2030-04-08,Active
CARD-0000496,PRD-00001,CH-9FD34579,Virtual,2026-04-06,2026-04-06,2031-04-06,Active
CARD-0000497,PRD-00001,CH-B64FA54A,Physical,2026-04-25,2026-04-30,2031-04-25,Active
CARD-0000498,PRD-00001,CH-98EEAC2B,Virtual,2026-04-03,2026-04-08,2029-04-03,Active
CARD-0000499,PRD-00001,CH-816BCB9F,Virtual,2026-04-26,2026-04-28,2031-04-26,Active
CARD-0000500,PRD-00001,CH-CB08587D,Virtual,2026-04-12,2026-04-15,2029-04-12,Active
CARD-0000501,PRD-00001,CH-A79B44B6,Physical,2026-04-12,2026-04-13,2030-04-12,Active
CARD-0000502,PRD-00001,CH-8D244E3E,Virtual,2026-04-14,2026-04-14,2030-04-14,Active
CARD-0000503,PRD-00001,CH-6E191042,Physical,2026-04-01,2026-04-05,2029-04-01,Active
CARD-0000504,PRD-00001,CH-69EFAFB1,Physical,2026-04-20,2026-04-22,2030-04-20,Blocked
CARD-0000505,PRD-00001,CH-66132E69,Physical,2026-04-14,2026-04-18,2030-04-14,Active
CARD-0000506,PRD-00001,CH-50032B35,Physical,2026-04-17,2026-04-18,2029-04-17,Active
CARD-0000507,PRD-00001,CH-4140752C,Physical,2026-04-09,2026-04-09,2030-04-09,Active
CARD-0000508,PRD-00001,CH-AFD380C4,Virtual,2026-04-06,2026-04-09,2030-04-06,Active
CARD-0000509,PRD-00001,CH-175A81EC,Physical,2026-04-26,2026-05-01,2029-04-26,Active
CARD-0000510,PRD-00001,CH-6E8F75A1,Physical,2026-04-21,2026-04-24,2030-04-21,Active
CARD-0000511,PRD-00001,CH-5F65C8CE,Virtual,2026-04-04,2026-04-06,2029-04-04,Active
CARD-0000512,PRD-00001,CH-0F5AE9D3,Virtual,2026-04-27,2026-04-30,2031-04-27,Active
CARD-0000513,PRD-00001,CH-8FCA7B6A,Physical,2026-04-11,2026-04-13,2030-04-11,Active
CARD-0000514,PRD-00001,CH-692AC139,Physical,2026-04-11,2026-04-14,2031-04-11,Closed
CARD-0000515,PRD-00001,CH-F0EDE303,Virtual,2026-04-11,2026-04-13,2029-04-11,Closed
CARD-0000516,PRD-00001,CH-EA74BB18,Physical,2026-04-24,2026-04-26,2031-04-24,Active
CARD-0000517,PRD-00001,CH-49A214AE,Virtual,2026-04-13,2026-04-15,2030-04-13,Active
CARD-0000518,PRD-00001,CH-1A85910D,Physical,2026-04-04,2026-04-09,2031-04-04,Active
CARD-0000519,PRD-00001,CH-279C658A,Virtual,2026-04-25,2026-04-30,2031-04-25,Active
CARD-0000520,PRD-00001,CH-D8E7012F,Physical,2026-04-07,2026-04-10,2030-04-07,Active
CARD-0000521,PRD-00001,CH-8E676A01,Virtual,2026-04-22,2026-04-23,2030-04-22,Active
